recency,Recency group,history,History Group,Men/Women,zip_code,newbie,channel,segment,visit
1,1,183.54,4,Only Women,Surburban,0,Web,Womens E-Mail,0
11,4,337.09,3,Both Men and Women,Urban,1,Multichannel,Womens E-Mail,0
9,3,29.99,4,Only Women,Surburban,0,Phone,Womens E-Mail,1
2,1,227.76,3,Only Women,Surburban,0,Phone,Womens E-Mail,1
4,2,104.31,4,Only Women,Surburban,1,Web,Womens E-Mail,1
4,2,65.94,4,Only Men,Surburban,1,Phone,Womens E-Mail,0
2,1,231.48,3,Only Men,Surburban,1,Web,Mens E-Mail,0
9,3,76.31,4,Only Women,Surburban,1,Phone,Womens E-Mail,0
6,2,393.89,3,Only Men,Urban,1,Phone,No E-Mail,0
8,3,163.2,4,Only Men,Surburban,0,Web,No E-Mail,0
10,4,192.78,4,Only Men,Rural,1,Web,No E-Mail,0
9,3,625.06,2,Only Women,Surburban,1,Web,No E-Mail,0
9,3,68.18,4,Only Men,Surburban,1,Web,No E-Mail,0
1,1,108.53,4,Only Men,Urban,1,Web,Womens E-Mail,0
3,1,29.99,4,Only Women,Urban,0,Web,Womens E-Mail,1
1,1,680.37,2,Only Men,Surburban,1,Multichannel,Mens E-Mail,0
5,2,29.99,4,Only Men,Rural,0,Phone,No E-Mail,0
1,1,110.22,4,Only Women,Surburban,0,Phone,No E-Mail,0
4,2,36.95,4,Only Men,Urban,1,Web,Mens E-Mail,0
12,4,184,4,Only Women,Surburban,0,Phone,Womens E-Mail,0
5,2,43.75,4,Only Women,Surburban,1,Web,No E-Mail,0
4,2,356.18,3,Only Women,Surburban,0,Phone,Mens E-Mail,0
7,3,319.64,3,Only Men,Surburban,1,Web,Mens E-Mail,0
6,2,365.92,3,Both Men and Women,Urban,0,Web,Mens E-Mail,1
7,3,98.81,4,Only Men,Surburban,1,Phone,Womens E-Mail,0
4,2,29.99,4,Only Women,Surburban,0,Phone,No E-Mail,1
2,1,1022.76,1,Only Men,Surburban,1,Multichannel,No E-Mail,0
6,2,575.64,2,Both Men and Women,Surburban,1,Multichannel,Mens E-Mail,1
2,1,295.85,3,Only Women,Urban,0,Web,No E-Mail,0
2,1,77.1,4,Only Men,Surburban,1,Phone,Womens E-Mail,0
4,2,517.34,2,Only Women,Surburban,1,Web,No E-Mail,0
3,1,173.44,4,Only Men,Urban,0,Phone,Mens E-Mail,0
5,2,145.36,4,Only Women,Rural,0,Web,No E-Mail,0
6,2,132.38,4,Only Women,Urban,0,Web,No E-Mail,0
4,2,338.51,3,Only Men,Urban,1,Web,Womens E-Mail,0
1,1,222.91,4,Only Men,Rural,1,Web,Womens E-Mail,0
6,2,248.8,3,Only Women,Surburban,1,Web,No E-Mail,0
10,4,338.06,3,Only Men,Rural,0,Phone,Womens E-Mail,1
9,3,35.84,4,Only Women,Urban,0,Phone,Womens E-Mail,0
5,2,84.4,4,Only Women,Surburban,0,Web,Mens E-Mail,0
2,1,281.11,3,Only Women,Urban,0,Web,Womens E-Mail,0
9,3,252.88,3,Only Women,Urban,0,Phone,No E-Mail,0
11,4,299.06,3,Only Men,Rural,1,Web,Womens E-Mail,0
5,2,48.95,4,Only Women,Surburban,1,Phone,Womens E-Mail,0
10,4,77.27,4,Only Women,Surburban,0,Web,Womens E-Mail,1
10,4,52.39,4,Only Women,Rural,0,Phone,No E-Mail,0
3,1,1777.78,1,Both Men and Women,Urban,1,Phone,Mens E-Mail,0
1,1,945.29,1,Both Men and Women,Surburban,1,Multichannel,Womens E-Mail,0
2,1,268.42,3,Both Men and Women,Urban,1,Web,No E-Mail,1
1,1,35.1,4,Only Women,Rural,0,Phone,Mens E-Mail,1
10,4,693.71,1,Only Men,Urban,1,Multichannel,Mens E-Mail,0
1,1,115.68,4,Only Men,Surburban,0,Web,No E-Mail,0
9,3,29.99,4,Only Women,Urban,0,Web,No E-Mail,0
10,4,81.64,4,Only Women,Surburban,0,Web,Mens E-Mail,0
5,2,29.99,4,Only Men,Surburban,0,Web,Mens E-Mail,0
4,2,130.15,4,Only Women,Urban,1,Web,Mens E-Mail,0
5,2,342.97,3,Only Women,Rural,1,Multichannel,No E-Mail,0
9,3,275.04,3,Only Men,Rural,1,Phone,Womens E-Mail,1
8,3,217.97,4,Only Men,Rural,0,Multichannel,Mens E-Mail,0
11,4,29.99,4,Only Men,Surburban,1,Web,Mens E-Mail,0
10,4,275.43,3,Only Women,Urban,0,Web,Mens E-Mail,0
5,2,422.36,2,Only Women,Surburban,0,Web,Mens E-Mail,0
9,3,820.22,1,Both Men and Women,Urban,1,Multichannel,No E-Mail,1
2,1,238.45,3,Only Women,Urban,1,Web,Mens E-Mail,0
3,1,547.86,2,Only Women,Urban,1,Multichannel,Womens E-Mail,0
11,4,54.1,4,Only Women,Urban,1,Phone,No E-Mail,0
2,1,47.09,4,Only Women,Urban,0,Phone,Womens E-Mail,0
2,1,885.01,1,Both Men and Women,Surburban,1,Phone,Mens E-Mail,0
7,3,63.47,4,Only Men,Surburban,1,Phone,No E-Mail,0
6,2,37.07,4,Only Men,Surburban,0,Phone,No E-Mail,0
6,2,94.62,4,Only Men,Urban,0,Web,Womens E-Mail,0
11,4,167.21,4,Only Men,Urban,0,Web,Womens E-Mail,0
5,2,344.6,3,Only Men,Urban,0,Web,Womens E-Mail,0
10,4,361.14,3,Only Women,Urban,1,Phone,Mens E-Mail,0
1,1,651.22,2,Only Women,Rural,1,Phone,No E-Mail,0
2,1,1480.71,1,Only Women,Rural,1,Multichannel,Womens E-Mail,0
3,1,311.56,3,Only Women,Urban,0,Multichannel,Womens E-Mail,0
11,4,93.93,4,Only Men,Urban,1,Web,No E-Mail,0
10,4,89.18,4,Only Women,Surburban,0,Web,No E-Mail,0
9,3,105.41,4,Only Women,Rural,0,Phone,No E-Mail,0
11,4,81.69,4,Only Women,Urban,0,Phone,Womens E-Mail,0
5,2,29.99,4,Only Men,Surburban,0,Phone,Womens E-Mail,0
2,1,68.79,4,Only Men,Surburban,0,Phone,Mens E-Mail,1
6,2,87.47,4,Only Men,Surburban,0,Phone,Mens E-Mail,0
6,2,254.41,3,Only Men,Rural,1,Web,Mens E-Mail,0
2,1,216.72,4,Only Women,Urban,1,Multichannel,No E-Mail,0
9,3,29.99,4,Only Men,Urban,0,Phone,Mens E-Mail,0
2,1,167.08,4,Only Women,Surburban,1,Phone,Womens E-Mail,0
8,3,318.14,3,Both Men and Women,Rural,1,Web,No E-Mail,0
3,1,200.23,4,Only Men,Urban,0,Phone,No E-Mail,0
9,3,163.16,4,Only Men,Surburban,0,Phone,Mens E-Mail,0
3,1,102.04,4,Only Men,Surburban,0,Phone,No E-Mail,0
9,3,455.89,2,Only Women,Rural,0,Web,Mens E-Mail,1
12,4,97.56,4,Only Men,Surburban,0,Web,Mens E-Mail,0
1,1,127.05,4,Only Men,Urban,0,Web,No E-Mail,0
5,2,38.31,4,Only Men,Urban,0,Phone,Mens E-Mail,0
10,4,108.6,4,Only Men,Surburban,1,Phone,Womens E-Mail,0
9,3,54.92,4,Only Men,Surburban,0,Web,Mens E-Mail,0
2,1,256.09,3,Only Men,Urban,1,Multichannel,Mens E-Mail,0
2,1,124.73,4,Only Women,Rural,0,Web,Womens E-Mail,1
8,3,579.34,2,Only Men,Surburban,1,Phone,Mens E-Mail,0
6,2,884.54,1,Only Women,Urban,1,Web,Womens E-Mail,0
9,3,99.89,4,Only Women,Surburban,1,Web,No E-Mail,0
2,1,102.24,4,Only Women,Surburban,1,Web,Mens E-Mail,0
5,2,29.99,4,Only Men,Surburban,1,Phone,No E-Mail,0
4,2,857.03,1,Only Women,Surburban,1,Web,No E-Mail,0
4,2,896.44,1,Only Women,Urban,1,Multichannel,Mens E-Mail,0
7,3,195.93,4,Only Women,Urban,0,Web,Mens E-Mail,0
2,1,341.82,3,Only Men,Surburban,0,Multichannel,Womens E-Mail,0
2,1,107.01,4,Only Men,Surburban,1,Phone,Mens E-Mail,0
5,2,368.63,3,Only Men,Urban,0,Phone,Mens E-Mail,0
2,1,52.52,4,Only Men,Urban,1,Phone,No E-Mail,0
1,1,366.71,3,Only Women,Rural,0,Web,Womens E-Mail,0
1,1,147.7,4,Only Men,Urban,0,Phone,Womens E-Mail,1
2,1,185.73,4,Only Men,Urban,1,Web,Mens E-Mail,0
3,1,95.87,4,Only Women,Surburban,1,Phone,Womens E-Mail,1
9,3,29.99,4,Only Men,Rural,1,Phone,Mens E-Mail,0
2,1,29.99,4,Only Women,Surburban,1,Phone,Mens E-Mail,0
10,4,94.86,4,Only Women,Urban,0,Phone,No E-Mail,0
12,4,226.72,3,Both Men and Women,Surburban,0,Phone,Womens E-Mail,0
3,1,145.75,4,Only Women,Surburban,0,Phone,Mens E-Mail,0
1,1,340.16,3,Both Men and Women,Surburban,0,Phone,No E-Mail,1
7,3,122.54,4,Only Women,Urban,0,Web,Mens E-Mail,0
1,1,102.53,4,Only Women,Surburban,1,Web,No E-Mail,0
2,1,336.86,3,Only Men,Rural,0,Phone,No E-Mail,1
9,3,623.13,2,Both Men and Women,Rural,1,Web,No E-Mail,0
9,3,539.76,2,Only Women,Urban,1,Web,Womens E-Mail,0
1,1,75.28,4,Only Women,Urban,1,Web,Womens E-Mail,0
10,4,29.99,4,Only Women,Surburban,1,Phone,Womens E-Mail,0
5,2,622.86,2,Both Men and Women,Urban,1,Web,Womens E-Mail,0
7,3,639.22,2,Both Men and Women,Rural,1,Phone,Mens E-Mail,0
6,2,110.31,4,Only Women,Surburban,1,Web,No E-Mail,0
2,1,52.86,4,Only Women,Surburban,1,Phone,Mens E-Mail,0
6,2,454.35,2,Only Women,Surburban,0,Multichannel,Mens E-Mail,1
2,1,139.69,4,Only Men,Surburban,1,Web,No E-Mail,0
4,2,156.49,4,Only Men,Urban,1,Phone,Womens E-Mail,0
8,3,29.99,4,Only Women,Surburban,0,Web,Mens E-Mail,0
2,1,60.05,4,Only Women,Surburban,0,Phone,No E-Mail,1
10,4,660.8,2,Only Men,Urban,1,Phone,No E-Mail,0
2,1,53.76,4,Only Men,Urban,0,Phone,No E-Mail,0
2,1,29.99,4,Only Women,Surburban,1,Phone,Womens E-Mail,0
11,4,131.38,4,Only Women,Urban,1,Phone,No E-Mail,0
4,2,65.67,4,Only Women,Surburban,0,Phone,Mens E-Mail,0
10,4,134.08,4,Only Women,Surburban,1,Phone,Womens E-Mail,0
1,1,315.62,3,Only Men,Urban,0,Web,Womens E-Mail,0
5,2,349.47,3,Only Men,Urban,1,Phone,Womens E-Mail,0
8,3,197.63,4,Only Men,Surburban,1,Phone,Womens E-Mail,0
8,3,87.56,4,Only Women,Urban,1,Web,Womens E-Mail,0
10,4,204.59,4,Only Men,Urban,0,Phone,Womens E-Mail,0
3,1,212.28,4,Only Men,Rural,0,Phone,Mens E-Mail,0
1,1,348.96,3,Only Women,Urban,1,Phone,Womens E-Mail,0
1,1,145.14,4,Only Men,Rural,1,Web,Womens E-Mail,0
7,3,454.72,2,Only Women,Urban,0,Phone,Womens E-Mail,0
10,4,537.89,2,Both Men and Women,Surburban,1,Multichannel,No E-Mail,0
12,4,62.66,4,Only Women,Surburban,0,Phone,Mens E-Mail,1
10,4,61.57,4,Only Women,Urban,0,Phone,Mens E-Mail,1
4,2,157.82,4,Only Men,Surburban,0,Web,Womens E-Mail,0
12,4,55.85,4,Only Women,Surburban,1,Phone,Mens E-Mail,0
4,2,438.7,2,Only Women,Surburban,0,Phone,Mens E-Mail,0
1,1,196.89,4,Only Men,Urban,1,Web,Womens E-Mail,0
5,2,197.27,4,Only Men,Surburban,1,Phone,No E-Mail,0
4,2,117.83,4,Only Men,Urban,0,Web,Womens E-Mail,0
4,2,90.72,4,Only Women,Urban,1,Web,No E-Mail,1
3,1,185.35,4,Only Women,Surburban,0,Phone,No E-Mail,0
1,1,45.08,4,Only Women,Surburban,0,Phone,No E-Mail,0
1,1,592.96,2,Both Men and Women,Urban,1,Phone,Womens E-Mail,0
3,1,29.99,4,Only Women,Urban,0,Phone,No E-Mail,0
9,3,223.48,4,Only Women,Urban,1,Phone,Womens E-Mail,0
1,1,123.69,4,Only Men,Urban,0,Phone,No E-Mail,0
8,3,105.55,4,Only Men,Urban,0,Web,No E-Mail,1
4,2,94.22,4,Only Women,Urban,1,Phone,Mens E-Mail,0
10,4,71.69,4,Only Men,Surburban,1,Web,Mens E-Mail,0
6,2,29.99,4,Only Men,Urban,0,Phone,Mens E-Mail,0
1,1,183.9,4,Only Women,Surburban,1,Phone,Mens E-Mail,1
10,4,400.61,3,Only Men,Surburban,0,Phone,Mens E-Mail,0
5,2,770.44,1,Both Men and Women,Rural,1,Phone,Mens E-Mail,1
5,2,29.99,4,Only Men,Urban,0,Web,No E-Mail,0
3,1,33.58,4,Only Women,Surburban,0,Web,Womens E-Mail,0
3,1,136.33,4,Only Men,Surburban,0,Phone,No E-Mail,0
6,2,165.24,4,Only Men,Urban,0,Web,No E-Mail,0
7,3,186.77,4,Only Women,Surburban,0,Web,No E-Mail,0
1,1,318.99,3,Only Men,Surburban,0,Web,Womens E-Mail,1
2,1,49.91,4,Only Men,Surburban,0,Phone,Mens E-Mail,0
7,3,158.7,4,Only Women,Urban,0,Phone,Womens E-Mail,0
4,2,42.44,4,Only Women,Urban,0,Phone,Mens E-Mail,0
2,1,183.5,4,Only Men,Urban,1,Phone,Mens E-Mail,1
1,1,463.87,2,Only Women,Urban,0,Phone,No E-Mail,1
8,3,232.99,3,Both Men and Women,Urban,0,Web,Mens E-Mail,0
1,1,307.3,3,Only Women,Surburban,1,Web,No E-Mail,0
6,2,70.06,4,Only Men,Urban,0,Web,Mens E-Mail,0
9,3,112.98,4,Only Men,Surburban,1,Phone,Womens E-Mail,0
2,1,29.99,4,Only Men,Urban,0,Web,Mens E-Mail,0
7,3,131.9,4,Only Women,Urban,0,Web,Mens E-Mail,0
8,3,381.17,3,Only Men,Urban,0,Phone,Womens E-Mail,0
1,1,372.27,3,Only Women,Urban,0,Web,No E-Mail,0
12,4,293.3,3,Only Men,Surburban,1,Web,No E-Mail,0
11,4,328.47,3,Only Men,Rural,0,Multichannel,No E-Mail,0
2,1,131.05,4,Only Women,Urban,1,Phone,Mens E-Mail,1
11,4,29.99,4,Only Men,Urban,1,Phone,Womens E-Mail,0
11,4,36.41,4,Only Men,Urban,0,Phone,Womens E-Mail,0
6,2,424.62,2,Both Men and Women,Surburban,0,Phone,No E-Mail,0
1,1,290.44,3,Only Women,Rural,1,Phone,Mens E-Mail,0
5,2,227.9,3,Only Women,Surburban,0,Web,Womens E-Mail,0
9,3,102.14,4,Only Women,Urban,0,Phone,Womens E-Mail,0
10,4,80.91,4,Only Men,Urban,0,Phone,No E-Mail,0
6,2,174.48,4,Only Men,Surburban,1,Web,Mens E-Mail,0
4,2,174.96,4,Only Men,Urban,0,Phone,No E-Mail,0
6,2,66.88,4,Only Women,Rural,0,Phone,Womens E-Mail,0
10,4,260.36,3,Only Men,Surburban,0,Web,No E-Mail,1
10,4,138.65,4,Only Women,Rural,0,Phone,Mens E-Mail,0
3,1,1003.72,1,Only Men,Urban,1,Phone,Mens E-Mail,0
3,1,247.93,3,Only Men,Rural,0,Phone,No E-Mail,0
5,2,365.37,3,Only Men,Urban,0,Multichannel,Mens E-Mail,0
7,3,956.6,1,Only Women,Urban,1,Web,No E-Mail,0
9,3,901.99,1,Only Men,Urban,1,Multichannel,No E-Mail,1
10,4,58.16,4,Only Men,Surburban,0,Web,No E-Mail,1
4,2,138.13,4,Only Women,Rural,0,Web,Mens E-Mail,0
1,1,704.15,1,Both Men and Women,Urban,1,Phone,Womens E-Mail,0
5,2,43.96,4,Only Women,Surburban,1,Phone,Mens E-Mail,0
1,1,118.81,4,Only Women,Urban,1,Phone,Womens E-Mail,0
9,3,76.95,4,Only Women,Surburban,1,Phone,Womens E-Mail,0
2,1,807.72,1,Only Men,Urban,1,Web,No E-Mail,0
3,1,278.17,3,Only Women,Urban,0,Web,Mens E-Mail,0
1,1,333.51,3,Only Men,Rural,0,Phone,No E-Mail,0
10,4,126.64,4,Only Women,Urban,1,Phone,No E-Mail,0
10,4,414.58,2,Both Men and Women,Surburban,1,Web,Mens E-Mail,0
2,1,456.8,2,Only Men,Urban,0,Web,No E-Mail,0
1,1,668.88,2,Both Men and Women,Rural,1,Multichannel,Womens E-Mail,0
12,4,161.54,4,Only Men,Surburban,1,Web,Mens E-Mail,0
1,1,269.36,3,Only Men,Surburban,0,Phone,Mens E-Mail,0
2,1,770.14,1,Only Women,Urban,1,Web,Mens E-Mail,1
2,1,63.15,4,Only Women,Urban,0,Web,Mens E-Mail,0
3,1,362.58,3,Only Men,Surburban,0,Phone,Womens E-Mail,0
3,1,266.61,3,Only Women,Rural,1,Web,Womens E-Mail,0
4,2,952.99,1,Both Men and Women,Urban,1,Multichannel,No E-Mail,0
2,1,29.99,4,Only Women,Surburban,1,Web,Womens E-Mail,0
11,4,128.87,4,Only Men,Urban,1,Phone,Mens E-Mail,0
8,3,36.78,4,Only Men,Surburban,1,Web,Mens E-Mail,0
4,2,225.2,4,Only Men,Rural,0,Web,Womens E-Mail,0
3,1,316.91,3,Only Men,Urban,1,Web,Mens E-Mail,0
1,1,35.72,4,Only Women,Surburban,1,Web,No E-Mail,0
9,3,331.99,3,Only Men,Surburban,1,Phone,No E-Mail,0
1,1,378.45,3,Only Men,Urban,0,Phone,No E-Mail,0
10,4,234.73,3,Only Women,Rural,0,Web,Womens E-Mail,0
8,3,29.99,4,Only Men,Urban,1,Web,Mens E-Mail,0
6,2,142.71,4,Only Women,Surburban,1,Web,Womens E-Mail,0
11,4,164.4,4,Only Men,Surburban,1,Web,No E-Mail,0
1,1,168.66,4,Only Men,Urban,0,Phone,No E-Mail,0
8,3,314.56,3,Only Men,Surburban,0,Phone,Mens E-Mail,0
3,1,171.27,4,Only Men,Rural,0,Phone,Womens E-Mail,1
2,1,130.4,4,Only Women,Surburban,0,Web,No E-Mail,1
1,1,438.35,2,Both Men and Women,Surburban,0,Web,Mens E-Mail,1
3,1,420.74,2,Only Men,Surburban,0,Phone,Womens E-Mail,0
1,1,706.13,1,Only Men,Surburban,1,Web,Mens E-Mail,0
5,2,29.99,4,Only Women,Urban,1,Web,No E-Mail,0
9,3,29.99,4,Only Women,Urban,0,Web,No E-Mail,0
2,1,230.67,3,Only Women,Urban,1,Web,No E-Mail,0
9,3,119.16,4,Only Men,Urban,1,Phone,No E-Mail,0
9,3,182.74,4,Only Men,Urban,1,Web,Mens E-Mail,0
5,2,143.27,4,Only Women,Urban,0,Web,No E-Mail,0
7,3,29.99,4,Only Men,Urban,0,Web,Womens E-Mail,0
2,1,61.97,4,Only Women,Urban,0,Web,Womens E-Mail,1
11,4,47.94,4,Only Women,Urban,1,Phone,Womens E-Mail,0
10,4,340.47,3,Both Men and Women,Urban,0,Phone,Mens E-Mail,1
10,4,139.72,4,Only Women,Rural,0,Web,Womens E-Mail,0
8,3,371.41,3,Only Women,Urban,0,Web,Womens E-Mail,0
1,1,1820.49,1,Only Men,Surburban,1,Web,No E-Mail,1
9,3,53.47,4,Only Women,Surburban,0,Web,No E-Mail,0
9,3,29.99,4,Only Men,Rural,1,Web,No E-Mail,1
1,1,511.17,2,Only Men,Urban,1,Multichannel,Mens E-Mail,0
7,3,295.29,3,Both Men and Women,Urban,0,Web,Womens E-Mail,1
5,2,415.01,2,Only Men,Urban,0,Phone,Womens E-Mail,0
2,1,29.99,4,Only Women,Surburban,0,Web,Mens E-Mail,1
2,1,29.99,4,Only Men,Urban,0,Phone,No E-Mail,0
3,1,360.61,3,Only Men,Urban,0,Web,Womens E-Mail,1
4,2,163.23,4,Only Men,Urban,1,Web,No E-Mail,0
6,2,29.99,4,Only Men,Urban,0,Web,Womens E-Mail,0
12,4,108.63,4,Only Women,Surburban,1,Web,Mens E-Mail,0
9,3,152.33,4,Only Women,Surburban,0,Web,No E-Mail,0
3,1,113.55,4,Only Men,Surburban,1,Phone,Mens E-Mail,0
1,1,29.99,4,Only Women,Urban,1,Web,No E-Mail,0
9,3,44.28,4,Only Women,Urban,0,Web,Womens E-Mail,0
1,1,29.99,4,Only Women,Surburban,1,Phone,Mens E-Mail,0
2,1,94.51,4,Only Men,Rural,1,Phone,Womens E-Mail,0
2,1,279.53,3,Only Women,Rural,1,Phone,No E-Mail,1
10,4,29.99,4,Only Men,Surburban,1,Phone,Womens E-Mail,0
8,3,146.32,4,Only Men,Surburban,0,Phone,Mens E-Mail,0
2,1,118.43,4,Only Men,Urban,0,Phone,No E-Mail,0
10,4,58.8,4,Only Men,Surburban,0,Phone,No E-Mail,0
4,2,1095.76,1,Only Men,Surburban,1,Phone,Mens E-Mail,0
1,1,345.71,3,Only Women,Urban,0,Multichannel,Womens E-Mail,1
6,2,190.96,4,Only Women,Urban,0,Web,No E-Mail,0
1,1,133.36,4,Only Women,Surburban,1,Web,No E-Mail,0
2,1,2023.03,1,Both Men and Women,Urban,1,Phone,No E-Mail,0
2,1,169.12,4,Only Men,Rural,0,Phone,Womens E-Mail,0
9,3,116.17,4,Only Women,Urban,0,Phone,Mens E-Mail,0
9,3,155.48,4,Only Men,Surburban,0,Phone,Mens E-Mail,0
11,4,56.89,4,Only Men,Surburban,0,Web,Womens E-Mail,1
9,3,98.64,4,Only Women,Urban,0,Web,Womens E-Mail,0
8,3,357.09,3,Only Men,Urban,0,Web,No E-Mail,0
1,1,699.31,1,Only Women,Surburban,1,Multichannel,Mens E-Mail,0
1,1,469.82,2,Only Women,Surburban,0,Phone,Womens E-Mail,1
6,2,271.1,3,Both Men and Women,Surburban,1,Phone,Mens E-Mail,1
4,2,114.87,4,Only Women,Rural,1,Web,No E-Mail,0
4,2,29.99,4,Only Women,Urban,0,Web,Womens E-Mail,1
1,1,103.48,4,Only Women,Surburban,0,Phone,Mens E-Mail,0
9,3,484.7,2,Only Women,Rural,1,Multichannel,Mens E-Mail,0
9,3,29.99,4,Only Men,Rural,0,Phone,Womens E-Mail,0
2,1,192.36,4,Only Women,Urban,1,Phone,Womens E-Mail,1
12,4,29.99,4,Only Men,Urban,0,Web,Womens E-Mail,0
6,2,221.27,4,Only Men,Urban,0,Multichannel,Womens E-Mail,0
2,1,159.19,4,Only Women,Urban,0,Phone,Womens E-Mail,0
12,4,57.47,4,Only Women,Surburban,1,Phone,Mens E-Mail,0
9,3,29.99,4,Only Women,Surburban,0,Web,Mens E-Mail,0
9,3,29.99,4,Only Women,Surburban,1,Phone,Womens E-Mail,0
1,1,144.36,4,Only Women,Surburban,1,Phone,No E-Mail,0
11,4,77.69,4,Only Women,Surburban,1,Web,No E-Mail,0
10,4,51.47,4,Only Women,Urban,1,Phone,Womens E-Mail,0
8,3,139.09,4,Only Men,Rural,1,Web,Womens E-Mail,0
9,3,29.99,4,Only Women,Surburban,0,Web,No E-Mail,0
8,3,41.89,4,Only Men,Urban,1,Phone,Mens E-Mail,0
9,3,426.39,2,Only Women,Urban,0,Multichannel,Mens E-Mail,0
2,1,524.67,2,Only Women,Urban,1,Multichannel,Mens E-Mail,1
10,4,29.99,4,Only Women,Surburban,0,Web,Womens E-Mail,0
6,2,272.59,3,Both Men and Women,Urban,1,Web,No E-Mail,0
7,3,99.63,4,Only Men,Urban,0,Web,No E-Mail,0
5,2,29.99,4,Only Women,Rural,0,Phone,Mens E-Mail,0
10,4,520.81,2,Only Women,Surburban,1,Multichannel,Womens E-Mail,0
2,1,388.36,3,Only Women,Surburban,0,Web,Womens E-Mail,1
12,4,126.97,4,Only Men,Surburban,1,Phone,Mens E-Mail,0
9,3,108,4,Only Women,Urban,1,Web,Womens E-Mail,1
1,1,736.39,1,Only Women,Surburban,1,Phone,Womens E-Mail,0
9,3,386.08,3,Only Men,Surburban,0,Web,Womens E-Mail,0
10,4,571.75,2,Only Women,Surburban,1,Multichannel,Womens E-Mail,0
2,1,193.01,4,Only Women,Surburban,1,Phone,Mens E-Mail,0
3,1,312.63,3,Only Men,Surburban,0,Web,Mens E-Mail,0
9,3,108.45,4,Only Women,Urban,1,Web,Mens E-Mail,0
4,2,533.79,2,Only Women,Surburban,1,Multichannel,Womens E-Mail,0
2,1,169.43,4,Only Women,Surburban,0,Phone,Womens E-Mail,0
11,4,82.89,4,Only Women,Surburban,0,Phone,No E-Mail,0
2,1,413.18,2,Only Men,Surburban,0,Multichannel,Womens E-Mail,0
10,4,463.92,2,Only Men,Urban,1,Web,No E-Mail,0
1,1,543.63,2,Only Men,Surburban,1,Web,No E-Mail,0
12,4,114.4,4,Only Men,Urban,1,Phone,Mens E-Mail,0
9,3,60.17,4,Only Men,Urban,0,Web,Womens E-Mail,1
9,3,128.75,4,Only Women,Urban,1,Web,Mens E-Mail,1
4,2,312.04,3,Only Women,Urban,0,Phone,Mens E-Mail,0
1,1,29.99,4,Only Women,Surburban,0,Web,Womens E-Mail,0
7,3,29.99,4,Only Men,Rural,0,Phone,Mens E-Mail,0
6,2,586.33,2,Only Women,Surburban,1,Web,Womens E-Mail,0
7,3,518.25,2,Only Women,Surburban,1,Multichannel,Mens E-Mail,0
1,1,239.43,3,Only Men,Surburban,0,Phone,Womens E-Mail,0
2,1,268.67,3,Both Men and Women,Surburban,0,Web,Mens E-Mail,0
7,3,147.08,4,Only Women,Rural,0,Phone,Mens E-Mail,1
2,1,425.65,2,Only Women,Surburban,0,Phone,No E-Mail,0
1,1,160.76,4,Only Women,Urban,1,Phone,Mens E-Mail,1
4,2,84.3,4,Only Men,Urban,0,Phone,No E-Mail,0
2,1,496.58,2,Only Women,Urban,0,Multichannel,Mens E-Mail,0
9,3,29.99,4,Only Men,Rural,1,Web,Womens E-Mail,0
9,3,82.03,4,Only Women,Urban,0,Phone,No E-Mail,0
10,4,114.98,4,Only Women,Urban,0,Web,Womens E-Mail,1
2,1,29.99,4,Only Women,Surburban,1,Phone,No E-Mail,0
6,2,29.99,4,Only Men,Urban,1,Web,Womens E-Mail,0
5,2,242.68,3,Only Women,Urban,1,Web,Mens E-Mail,1
10,4,29.99,4,Only Men,Urban,1,Phone,Mens E-Mail,0
7,3,89.05,4,Only Men,Surburban,0,Phone,No E-Mail,0
9,3,556.57,2,Both Men and Women,Urban,1,Phone,No E-Mail,0
10,4,312.62,3,Only Men,Surburban,0,Phone,Womens E-Mail,0
1,1,933.6,1,Only Women,Urban,1,Web,No E-Mail,0
3,1,48.52,4,Only Women,Surburban,0,Phone,Mens E-Mail,0
6,2,245.62,3,Only Women,Surburban,0,Multichannel,Mens E-Mail,0
6,2,75.29,4,Only Men,Surburban,1,Phone,Mens E-Mail,0
4,2,811.73,1,Only Men,Surburban,1,Multichannel,No E-Mail,0
2,1,71.2,4,Only Women,Urban,1,Web,Mens E-Mail,0
3,1,29.99,4,Only Men,Urban,1,Phone,Mens E-Mail,0
10,4,398.15,3,Only Women,Urban,0,Web,No E-Mail,0
5,2,259.99,3,Only Women,Surburban,0,Phone,No E-Mail,0
7,3,224.45,4,Only Men,Rural,0,Phone,No E-Mail,0
10,4,29.99,4,Only Men,Urban,1,Web,Mens E-Mail,0
5,2,295.81,3,Only Women,Rural,0,Phone,No E-Mail,0
1,1,369.04,3,Only Women,Surburban,1,Web,Mens E-Mail,0
10,4,1271.29,1,Only Women,Surburban,1,Multichannel,No E-Mail,0
8,3,29.99,4,Only Women,Rural,0,Phone,No E-Mail,0
4,2,29.99,4,Only Men,Surburban,0,Phone,Mens E-Mail,0
6,2,29.99,4,Only Men,Urban,0,Web,Womens E-Mail,0
9,3,132.2,4,Only Men,Surburban,1,Phone,Mens E-Mail,0
12,4,139.44,4,Only Men,Urban,1,Phone,Womens E-Mail,0
1,1,487.58,2,Only Women,Urban,1,Phone,Mens E-Mail,0
1,1,366.12,3,Only Men,Surburban,0,Web,Womens E-Mail,0
1,1,599.79,2,Only Women,Urban,1,Web,Womens E-Mail,0
